age,gender,height_cm,current_weight,bmi,goal,daily_water_ml,weekly_workouts,weekly_workout_duration,weekly_calories_burned,predicted_weight_after_30_days
60,Male,157,74.0,30.0,Maintenance,1599,3,108,1884,73.8
33,Male,198,71.1,18.1,Muscle Gain,1604,7,609,2457,71.9
19,Male,155,135.4,56.4,Maintenance,2709,6,648,2748,135.7
51,Male,197,118.4,30.5,Muscle Gain,3523,4,236,3160,119.5
25,Male,152,106.0,45.9,General Fitness,4709,4,408,3624,106.2
30,Female,169,91.8,32.1,General Fitness,3156,4,360,1688,91.5
59,Male,184,56.7,16.7,Muscle Gain,4630,1,111,465,57.5
25,Female,176,137.8,44.5,General Fitness,1213,1,46,429,137.7
47,Male,168,77.5,27.5,General Fitness,2627,7,574,4466,77.7
49,Male,172,50.7,17.1,Muscle Gain,2716,4,140,1396,52.7
53,Male,158,89.4,35.8,Weight Loss,3456,5,340,3280,85.9
47,Male,189,127.4,35.7,Maintenance,2576,3,162,1005,126.9
18,Female,147,128.7,59.6,Muscle Gain,3818,2,142,1668,130.0
60,Female,180,41.1,12.7,Muscle Gain,3680,2,142,1196,41.9
56,Female,171,128.6,44.0,Muscle Gain,3124,0,0,0,130.5
34,Male,164,67.1,24.9,Maintenance,3142,2,134,684,67.3
37,Male,191,43.9,12.0,Muscle Gain,1268,6,360,1614,44.5
41,Male,159,124.8,49.4,Maintenance,3408,2,116,506,125.3
39,Female,171,126.4,43.2,Maintenance,3577,3,114,1806,126.8
46,Male,197,99.6,25.7,General Fitness,4876,2,60,1502,100.5
39,Female,189,97.4,27.3,Weight Loss,1682,6,654,5448,92.9
26,Female,185,121.3,35.4,General Fitness,1161,3,348,678,121.0
54,Male,172,118.6,40.1,Muscle Gain,1464,1,101,498,119.5
27,Male,169,129.0,45.2,Muscle Gain,1822,3,228,2673,129.6
53,Female,186,95.3,27.5,Maintenance,4635,1,105,757,95.3
54,Female,188,136.8,38.7,General Fitness,3004,3,117,2559,137.3
45,Female,190,139.6,38.7,Maintenance,3595,4,180,2076,140.2
45,Male,177,51.7,16.5,General Fitness,4258,6,456,3864,51.7
59,Male,190,125.0,34.6,General Fitness,4953,5,360,1485,124.3
60,Male,158,90.0,36.1,General Fitness,4831,7,371,2275,90.1
38,Male,152,78.8,34.1,General Fitness,3099,1,37,257,79.0
41,Male,192,101.3,27.5,General Fitness,1487,1,104,376,101.1
59,Male,158,45.6,18.3,Weight Loss,4602,2,110,1836,44.4
57,Female,145,90.6,43.1,Muscle Gain,4467,1,36,484,91.3
19,Female,160,127.1,49.6,General Fitness,3139,3,324,2595,127.1
25,Female,162,61.3,23.4,General Fitness,1650,4,176,904,61.3
44,Male,151,82.6,36.2,Maintenance,4887,4,308,2600,82.5
39,Female,159,133.9,53.0,Muscle Gain,3404,2,64,1044,135.1
54,Male,168,82.9,29.4,Muscle Gain,2755,3,135,2622,83.8
44,Male,193,75.8,20.3,Muscle Gain,2634,3,324,1347,77.2
46,Female,195,84.1,22.1,General Fitness,2771,0,0,0,83.7
20,Male,199,91.9,23.2,Maintenance,1718,7,301,3983,91.7
30,Female,157,103.2,41.9,Muscle Gain,2167,1,117,289,104.8
27,Female,153,120.1,51.3,Maintenance,1198,2,208,660,119.8
53,Male,200,85.2,21.3,Weight Loss,3862,4,128,2896,82.7
26,Female,200,121.7,30.4,Weight Loss,2346,6,612,1368,119.8
44,Female,159,93.4,36.9,Maintenance,2822,5,495,4880,93.3
51,Female,179,73.8,23.0,General Fitness,2355,0,0,0,74.1
18,Female,168,105.8,37.5,Muscle Gain,4335,7,763,6027,106.4
49,Male,177,111.8,35.7,Weight Loss,3264,3,312,855,109.7
42,Female,160,95.8,37.4,Weight Loss,2724,1,46,257,95.1
46,Female,152,45.7,19.8,Maintenance,3603,4,312,1024,45.9
24,Female,173,57.0,19.0,General Fitness,4505,6,192,3558,55.6
20,Male,167,68.5,24.6,Maintenance,1802,0,0,0,68.8
37,Female,189,68.3,19.1,Maintenance,4531,3,351,1167,68.8
37,Male,175,107.3,35.0,Maintenance,1700,4,336,1100,106.7
47,Female,184,41.8,12.3,Maintenance,1502,4,404,2280,42.0
52,Female,193,115.6,31.0,Maintenance,1468,3,207,2808,114.3
52,Female,198,66.5,17.0,General Fitness,3009,3,285,2115,66.4
56,Male,199,71.0,17.9,Maintenance,2974,2,232,764,70.9
44,Male,158,92.8,37.2,General Fitness,2729,4,276,1412,92.9
43,Male,197,61.6,15.9,Muscle Gain,4853,3,177,1404,62.8
31,Male,174,128.4,42.4,Muscle Gain,3413,5,270,2385,128.9
34,Male,197,48.5,12.5,Muscle Gain,4843,7,252,3773,50.1
35,Male,183,84.4,25.2,Muscle Gain,2936,6,474,1332,85.9
46,Female,171,124.9,42.7,Weight Loss,4310,6,660,3786,121.3
37,Male,191,101.6,27.9,General Fitness,1623,5,150,3625,101.6
44,Female,160,69.2,27.0,Muscle Gain,4652,6,438,4830,70.9
35,Male,195,82.1,21.6,Weight Loss,3967,0,0,0,81.2
21,Male,150,110.7,49.2,General Fitness,3608,6,216,1506,111.0
18,Male,199,137.3,34.7,Weight Loss,3870,1,32,538,135.8
18,Female,177,129.3,41.3,Weight Loss,1966,6,180,1440,126.4
43,Male,188,74.2,21.0,Maintenance,1662,5,400,4375,74.7
37,Male,162,139.8,53.3,Weight Loss,1750,2,134,1434,136.8
40,Female,160,40.4,15.8,Weight Loss,2872,3,216,1818,40.2
27,Female,156,42.8,17.6,General Fitness,4467,1,84,337,42.7
28,Female,164,122.4,45.5,Weight Loss,2418,2,172,596,120.4
58,Female,189,59.9,16.8,Maintenance,4698,4,328,2160,59.8
58,Male,184,46.1,13.6,Muscle Gain,2098,1,62,935,46.8
22,Female,173,63.7,21.3,Muscle Gain,4169,5,545,2575,65.3
18,Male,174,82.6,27.3,General Fitness,1382,2,182,1482,82.2
34,Male,170,113.1,39.1,General Fitness,4694,3,120,1272,113.7
39,Female,166,102.4,37.2,Weight Loss,4940,3,303,1380,100.3
51,Male,177,63.8,20.4,General Fitness,2393,6,486,2676,64.2
58,Female,197,90.3,23.3,Weight Loss,4356,2,60,556,87.6
46,Male,183,132.6,39.6,General Fitness,4327,4,172,3584,132.5
21,Female,191,121.5,33.3,Muscle Gain,4901,6,684,5346,121.8
22,Female,173,72.3,24.2,Muscle Gain,3356,5,250,3360,73.0
28,Female,166,138.2,50.2,Muscle Gain,2652,2,126,552,139.1
38,Female,189,110.9,31.0,Muscle Gain,1175,0,0,0,112.7
52,Female,157,46.2,18.7,Weight Loss,1227,2,86,1880,44.2
29,Female,153,43.5,18.6,Weight Loss,3394,2,138,402,41.3
43,Male,168,56.8,20.1,Weight Loss,3038,5,320,1080,55.2
36,Male,159,112.8,44.6,Muscle Gain,4689,3,213,1629,113.8
24,Male,180,58.4,18.0,Maintenance,2365,6,666,1266,57.7
24,Female,157,91.1,37.0,Muscle Gain,4967,4,196,3572,92.8
43,Male,171,49.3,16.9,Muscle Gain,2985,6,534,1236,50.4
57,Female,188,132.1,37.4,Maintenance,2262,2,76,890,132.5
22,Male,181,74.4,22.7,Maintenance,2635,1,62,356,74.4
38,Male,151,130.8,57.4,General Fitness,2020,3,234,1119,130.7
31,Female,152,134.5,58.2,Muscle Gain,2711,3,291,2058,135.0
21,Male,181,40.6,12.4,Maintenance,1349,7,231,6244,41.2
40,Male,185,86.4,25.2,General Fitness,3502,2,154,960,85.9
59,Male,158,42.5,17.0,Maintenance,1440,5,225,2540,42.5
37,Female,156,130.9,53.8,Maintenance,3808,1,76,436,130.8
32,Male,180,91.8,28.3,General Fitness,2611,2,110,712,91.7
46,Female,196,47.5,12.4,Muscle Gain,3562,1,99,450,48.7
25,Male,184,51.0,15.1,General Fitness,4152,3,198,1260,49.8
58,Male,161,78.4,30.2,Muscle Gain,2384,1,51,537,79.5
36,Male,184,134.0,39.6,Maintenance,1287,6,216,2532,133.5
56,Male,197,109.3,28.2,General Fitness,3055,2,142,820,108.6
45,Female,173,126.8,42.4,Weight Loss,3134,0,0,0,125.4
44,Male,171,76.6,26.2,Maintenance,1997,0,0,0,77.5
21,Female,145,44.3,21.1,General Fitness,3333,1,108,970,44.2
32,Female,196,137.4,35.8,Maintenance,2422,5,175,3470,137.1
52,Male,178,41.7,13.2,General Fitness,1073,2,106,1492,40.9
54,Male,148,134.8,61.5,Muscle Gain,2462,4,380,1528,135.4
18,Female,168,76.9,27.2,Weight Loss,4194,0,0,0,75.4
20,Female,165,41.0,15.1,Maintenance,4448,7,308,5628,41.2
41,Male,177,108.9,34.8,Weight Loss,3853,3,246,1758,105.9
44,Male,151,138.1,60.6,Muscle Gain,4214,6,684,2376,138.1
57,Male,145,136.6,65.0,General Fitness,3205,2,222,1834,136.5
53,Male,185,56.1,16.4,Weight Loss,1429,2,68,1366,55.0
51,Male,147,58.1,26.9,General Fitness,2471,6,708,4206,56.8
46,Female,188,96.6,27.3,Muscle Gain,4481,0,0,0,98.0
41,Male,195,103.7,27.3,Maintenance,4442,6,618,3306,103.2
41,Male,159,113.9,45.1,Muscle Gain,4180,6,450,4374,115.1
59,Female,175,58.1,19.0,Weight Loss,1845,4,208,1732,55.1
21,Male,198,135.9,34.7,Weight Loss,2730,7,819,5439,131.3
20,Male,160,103.9,40.6,Weight Loss,1035,6,444,5730,99.1
51,Female,154,124.7,52.6,General Fitness,2113,3,117,1824,124.6
40,Male,198,94.0,24.0,Maintenance,2020,4,332,1900,93.3
40,Female,173,81.4,27.2,Weight Loss,4021,3,297,2730,78.1
22,Male,150,137.7,61.2,Weight Loss,2438,0,0,0,136.4
48,Male,173,98.2,32.8,Weight Loss,2997,2,228,1304,96.1
58,Male,161,126.7,48.9,Muscle Gain,4065,3,183,1836,128.0
23,Female,197,135.3,34.9,Weight Loss,2319,2,144,434,133.6
54,Female,166,107.5,39.0,Muscle Gain,4913,1,44,271,108.9
27,Female,168,94.9,33.6,Weight Loss,3760,1,95,866,93.4
57,Female,161,40.4,15.6,Muscle Gain,4117,7,308,4039,41.7
24,Male,165,44.0,16.2,General Fitness,3535,0,0,0,44.1
56,Female,195,60.1,15.8,General Fitness,1618,7,343,3878,59.7
55,Female,194,58.6,15.6,Muscle Gain,1169,0,0,0,59.1
38,Female,155,65.5,27.3,Maintenance,1145,5,175,1750,65.7
37,Male,200,70.5,17.6,Maintenance,1867,0,0,0,70.6
20,Male,151,76.0,33.3,Muscle Gain,1419,1,46,279,77.0
39,Female,186,82.1,23.7,General Fitness,2995,3,165,915,81.9
21,Female,183,49.9,14.9,Muscle Gain,2713,6,306,4332,51.1
45,Male,149,44.2,19.9,Maintenance,1572,6,612,3612,44.3
29,Female,188,107.4,30.4,Muscle Gain,2959,6,558,5514,107.5
55,Female,192,93.7,25.4,General Fitness,2026,4,420,1316,94.2
53,Female,165,84.4,31.0,Maintenance,4665,6,690,2220,84.4
58,Female,162,103.4,39.4,Maintenance,2286,0,0,0,102.9
22,Male,179,122.8,38.3,Weight Loss,3846,6,696,1392,122.3
30,Male,164,82.8,30.8,Weight Loss,1320,4,264,2940,80.9
40,Male,159,104.1,41.2,Maintenance,4678,4,428,1584,103.3
47,Female,149,135.4,61.0,Maintenance,2599,1,117,245,135.6
54,Female,157,124.0,50.3,Muscle Gain,3293,5,505,2365,124.3
42,Male,195,82.6,21.7,General Fitness,2612,3,357,2826,82.2
44,Male,156,104.5,42.9,Maintenance,1476,1,57,332,104.5
31,Male,199,57.7,14.6,General Fitness,4330,0,0,0,57.7
53,Female,165,96.1,35.3,Maintenance,4164,1,78,796,96.2
56,Male,181,138.1,42.2,General Fitness,2826,1,102,566,138.5
33,Female,150,91.8,40.8,Weight Loss,1782,1,96,204,91.0
39,Female,151,132.8,58.2,Maintenance,1532,0,0,0,132.1
38,Male,170,80.7,27.9,Muscle Gain,4645,0,0,0,81.9
38,Male,186,139.9,40.4,General Fitness,2362,7,672,6335,140.3
25,Female,192,97.9,26.6,Maintenance,2947,1,70,620,98.1
33,Male,152,44.2,19.1,Weight Loss,4331,1,75,545,43.5
48,Male,153,98.7,42.2,Weight Loss,3284,4,464,1072,97.1
59,Female,171,67.5,23.1,Weight Loss,2164,7,812,6993,63.0
27,Female,148,43.2,19.7,Weight Loss,4022,3,252,1671,41.2
49,Female,165,122.1,44.8,Maintenance,2970,4,444,3548,121.5
51,Female,175,67.6,22.1,Muscle Gain,3726,5,200,2925,68.2
26,Female,165,119.7,44.0,General Fitness,4551,3,165,1572,119.9
34,Male,184,68.8,20.3,Muscle Gain,1578,7,707,6650,70.1
28,Female,169,59.4,20.8,General Fitness,2373,5,555,3400,59.4
49,Female,183,137.4,41.0,Muscle Gain,2593,3,126,1134,138.9
27,Female,159,76.2,30.1,Maintenance,2747,1,65,455,76.3
39,Male,197,100.1,25.8,Maintenance,3177,7,651,4326,99.7
34,Female,179,101.0,31.5,General Fitness,3033,7,560,2870,100.4
21,Female,193,96.0,25.8,Maintenance,4608,4,420,3752,96.1
42,Female,187,131.5,37.6,General Fitness,3058,3,153,2349,130.6
38,Male,185,107.4,31.4,Muscle Gain,1256,5,445,2830,108.6
54,Female,181,80.4,24.5,Maintenance,3863,3,93,2328,79.8
55,Female,186,126.2,36.5,Maintenance,3416,0,0,0,126.0
18,Female,191,58.1,15.9,General Fitness,3991,3,207,1239,58.0
42,Male,172,94.4,31.9,General Fitness,2417,6,342,4368,94.5
53,Male,158,135.1,54.1,General Fitness,4664,1,106,372,136.4
34,Male,148,102.5,46.8,General Fitness,4869,2,64,656,102.6
58,Male,197,121.7,31.4,Weight Loss,2442,0,0,0,120.5
41,Female,164,105.4,39.2,General Fitness,1881,2,104,1918,104.9
19,Female,178,123.9,39.1,Weight Loss,1018,7,588,1883,122.2
57,Male,156,134.4,55.2,Muscle Gain,1109,1,61,251,134.8
32,Male,177,67.3,21.5,General Fitness,2460,6,678,3816,67.8
49,Female,168,57.0,20.2,Weight Loss,3552,7,399,4039,53.3
56,Female,164,88.4,32.9,Weight Loss,2057,2,74,1940,86.8
23,Male,149,110.2,49.6,Weight Loss,2311,7,224,6650,105.9
18,Male,182,62.7,18.9,Maintenance,2867,3,354,879,63.3
40,Male,174,40.4,13.3,Weight Loss,2002,2,164,1516,40.9
56,Male,168,74.3,26.3,General Fitness,1254,4,232,3144,74.8
34,Female,187,136.9,39.1,General Fitness,1637,1,118,802,136.5
51,Male,184,109.5,32.3,General Fitness,4792,4,440,1140,109.9
58,Male,151,80.1,35.1,Weight Loss,3042,2,176,1434,78.5
46,Female,180,59.3,18.3,Weight Loss,3181,7,371,6587,54.6
26,Female,182,75.6,22.8,Maintenance,3546,6,402,3774,75.9
30,Female,160,57.0,22.3,Muscle Gain,1396,7,399,1694,57.7
23,Female,196,50.6,13.2,Maintenance,4558,7,637,6363,51.6
23,Female,159,130.7,51.7,General Fitness,2621,4,320,2276,130.9
37,Male,190,139.8,38.7,General Fitness,4658,0,0,0,140.7
20,Male,167,56.4,20.2,General Fitness,3694,2,104,1004,57.4
34,Male,156,45.5,18.7,Maintenance,4884,5,375,1905,44.8
29,Female,173,73.0,24.4,General Fitness,1684,4,476,1472,72.9
18,Male,188,86.2,24.4,General Fitness,4284,3,321,1206,86.3
34,Female,192,60.5,16.4,General Fitness,2856,2,114,1810,60.9
20,Male,159,70.1,27.7,Weight Loss,4421,6,318,4452,65.5
43,Male,173,60.1,20.1,Muscle Gain,3066,5,180,1505,61.4
32,Female,189,117.4,32.9,Weight Loss,2010,6,648,4650,114.0
53,Female,187,111.3,31.8,Weight Loss,3166,0,0,0,110.7
49,Male,193,103.5,27.8,Muscle Gain,4886,3,96,2406,104.7
49,Male,165,78.7,28.9,Muscle Gain,1301,2,62,1282,79.5
21,Male,159,130.9,51.8,Maintenance,4356,6,216,2694,130.7
35,Male,158,137.0,54.9,Muscle Gain,1226,3,327,1146,137.6
36,Male,186,57.4,16.6,Maintenance,2530,2,100,1002,57.7
60,Female,188,62.3,17.6,Maintenance,4572,2,76,958,62.7
52,Female,160,92.6,36.2,Weight Loss,2235,1,41,916,90.7
57,Female,159,49.1,19.4,General Fitness,1355,4,212,1152,49.7
31,Female,186,83.6,24.2,Weight Loss,1700,2,124,1248,81.3
50,Male,148,98.2,44.8,Weight Loss,3534,0,0,0,98.2
31,Male,171,92.2,31.5,Muscle Gain,4392,5,360,4350,93.3
51,Female,167,73.1,26.2,Muscle Gain,4734,4,444,1316,74.0
21,Male,173,94.2,31.5,Maintenance,3270,1,34,447,93.8
41,Female,185,135.9,39.7,Maintenance,4711,4,432,3404,136.6
46,Male,197,60.6,15.6,Maintenance,2783,4,400,1552,60.9
36,Male,196,105.5,27.5,Muscle Gain,2586,2,236,580,106.1
23,Male,153,44.3,18.9,Maintenance,2214,0,0,0,43.8
50,Female,197,46.6,12.0,Maintenance,4042,2,130,1874,46.5
57,Female,200,95.2,23.8,Muscle Gain,3547,6,384,2184,95.9
36,Female,196,50.5,13.1,General Fitness,4566,0,0,0,50.5
18,Female,187,42.2,12.1,Weight Loss,4308,6,702,3174,40.3
22,Male,187,57.2,16.4,Muscle Gain,2045,0,0,0,58.6
44,Male,151,96.5,42.3,Maintenance,2645,3,120,837,96.9
33,Male,197,110.3,28.4,Weight Loss,2350,2,106,736,109.8
23,Male,186,60.2,17.4,Muscle Gain,4616,7,728,5208,61.5
57,Female,148,106.8,48.8,Weight Loss,4198,7,511,2044,104.3
30,Male,149,58.2,26.2,Weight Loss,1364,6,480,4938,55.8
52,Male,149,101.3,45.6,General Fitness,4939,1,46,578,101.3
36,Male,155,81.2,33.8,Maintenance,2067,5,495,2040,80.2
29,Female,185,105.4,30.8,Muscle Gain,1518,7,798,2751,107.1
33,Female,172,139.5,47.2,Maintenance,4199,7,259,3241,140.3
60,Female,160,133.8,52.3,General Fitness,2626,4,432,1784,134.1
27,Male,185,40.4,11.8,General Fitness,4201,3,309,2487,40.2
42,Female,198,128.5,32.8,Muscle Gain,3576,6,342,3882,130.7
37,Male,174,46.6,15.4,Muscle Gain,2344,1,108,939,47.0
48,Male,148,135.3,61.8,General Fitness,3233,5,205,3600,135.4
21,Male,146,68.2,32.0,Muscle Gain,2645,5,360,4550,68.6
40,Female,190,78.2,21.7,Weight Loss,3845,2,222,1356,76.8
19,Female,147,49.2,22.8,Weight Loss,1981,0,0,0,48.1
39,Male,194,51.2,13.6,General Fitness,3395,6,702,1968,51.2
54,Male,165,112.7,41.4,Maintenance,3036,2,184,1002,112.8
25,Female,150,134.4,59.7,Muscle Gain,4552,5,460,3865,135.1
24,Female,187,101.1,28.9,Muscle Gain,1921,2,78,1426,102.4
31,Female,197,111.6,28.8,Weight Loss,4746,3,321,1677,110.0
20,Male,162,116.2,44.3,Muscle Gain,4658,6,654,3336,115.6
33,Male,188,66.3,18.8,Maintenance,4782,1,66,665,67.0
36,Male,149,44.5,20.0,Muscle Gain,4995,5,200,1855,45.4
35,Female,153,40.2,17.2,Muscle Gain,3968,6,714,5736,40.9
33,Female,164,75.1,27.9,Weight Loss,1956,7,336,2009,73.0
25,Female,172,64.1,21.7,Muscle Gain,1360,3,243,2097,65.2
50,Male,170,46.2,16.0,General Fitness,2310,1,47,282,46.2
29,Male,162,58.0,22.1,General Fitness,1181,7,427,5012,58.6
28,Female,163,52.4,19.7,Maintenance,2474,3,156,2250,52.4
22,Male,147,131.5,60.9,Maintenance,3144,4,164,2084,131.5
44,Female,153,54.0,23.1,Maintenance,1562,0,0,0,54.5
29,Male,180,93.8,29.0,Maintenance,1313,7,742,5502,93.6
34,Female,175,99.3,32.4,Weight Loss,4617,7,350,5684,95.0
23,Male,193,94.3,25.3,Muscle Gain,4002,0,0,0,95.3
50,Male,161,49.9,19.3,Weight Loss,3068,0,0,0,47.9
22,Female,199,71.9,18.2,Maintenance,4767,4,432,3320,71.4
45,Female,167,45.1,16.2,Muscle Gain,3852,5,380,4995,46.2
31,Female,178,79.6,25.1,General Fitness,3623,5,205,4100,79.6
22,Female,185,58.9,17.2,Weight Loss,4568,4,348,3016,55.7
50,Female,185,96.2,28.1,Muscle Gain,1402,0,0,0,96.9
58,Male,149,109.3,49.2,General Fitness,2147,0,0,0,108.0
36,Female,159,93.2,36.9,General Fitness,1612,1,41,928,94.0
39,Female,191,83.4,22.9,Maintenance,4190,1,52,594,82.7
22,Female,147,78.7,36.4,General Fitness,2876,7,238,2485,78.3
19,Male,163,124.2,46.7,General Fitness,2613,2,110,476,124.2
47,Female,172,61.9,20.9,Maintenance,4017,7,644,3367,62.2
56,Female,147,113.4,52.5,Muscle Gain,1692,6,486,4422,115.5
21,Female,182,115.7,34.9,Muscle Gain,2734,6,234,4458,117.0
50,Male,148,81.9,37.4,Maintenance,4548,6,690,1470,82.0
30,Male,168,69.7,24.7,Weight Loss,4006,3,204,2601,67.5
37,Female,175,87.1,28.4,Maintenance,3919,1,52,443,87.1
24,Male,189,49.3,13.8,Muscle Gain,2725,1,40,746,50.3
32,Female,189,44.6,12.5,Weight Loss,1839,1,101,649,43.5
40,Male,155,51.2,21.3,Maintenance,3150,1,77,477,51.9
31,Female,181,58.7,17.9,Muscle Gain,3380,7,315,6671,60.7
40,Male,145,90.4,43.0,Muscle Gain,4949,4,300,2420,91.6
36,Female,153,124.9,53.4,Muscle Gain,2810,2,152,1940,125.9
46,Female,161,63.6,24.5,General Fitness,4530,1,77,245,64.1
37,Male,198,133.5,34.1,General Fitness,4201,5,545,4740,133.0
46,Female,145,135.5,64.4,Weight Loss,1752,3,294,2157,132.9
41,Female,147,135.9,62.9,Weight Loss,3181,6,324,5826,132.7
35,Female,191,123.8,33.9,Weight Loss,4228,1,106,470,121.1
27,Female,170,76.4,26.4,General Fitness,3472,4,440,3020,76.0
58,Male,197,47.3,12.2,Weight Loss,2458,5,330,2185,45.2
25,Female,175,96.9,31.6,Muscle Gain,4460,6,552,2196,97.9
43,Male,170,95.9,33.2,Muscle Gain,1936,0,0,0,97.1
46,Male,167,125.0,44.8,Weight Loss,2341,7,609,5509,120.8
27,Male,174,139.6,46.1,Weight Loss,2693,0,0,0,138.1
34,Male,154,90.8,38.3,General Fitness,1504,6,690,2400,90.7
19,Female,152,74.5,32.2,Muscle Gain,3918,2,236,1890,75.5
23,Female,188,58.6,16.6,Maintenance,3237,0,0,0,57.6
22,Male,169,40.5,14.2,Maintenance,3659,1,70,645,40.7
45,Female,166,90.9,33.0,General Fitness,4482,6,474,5538,91.3
58,Male,159,95.6,37.8,General Fitness,2969,4,292,2468,95.8
22,Female,185,122.5,35.8,General Fitness,1051,2,76,706,123.0
35,Female,200,90.5,22.6,Muscle Gain,4632,5,440,2835,92.0
43,Female,154,131.6,55.5,Weight Loss,2469,1,119,924,128.8
37,Male,164,102.8,38.2,Weight Loss,3659,0,0,0,102.2
58,Male,185,124.0,36.2,General Fitness,4515,3,333,2187,124.5
44,Female,191,54.8,15.0,Muscle Gain,2405,7,616,6314,56.5
29,Male,167,125.5,45.0,Maintenance,4834,1,32,253,125.5
24,Male,197,107.5,27.7,General Fitness,3421,3,108,2781,107.0
20,Female,197,57.0,14.7,Muscle Gain,2999,5,555,1205,58.8
27,Male,145,59.0,28.1,General Fitness,4637,3,135,1644,59.0
51,Female,146,132.7,62.3,Muscle Gain,3422,5,390,2145,134.8
42,Female,163,43.2,16.3,Muscle Gain,1388,2,122,1882,44.0
52,Female,158,86.3,34.6,General Fitness,2672,4,472,3572,86.1
33,Male,152,71.3,30.9,Weight Loss,1673,0,0,0,70.9
19,Female,182,106.5,32.2,General Fitness,2889,7,336,2380,107.3
41,Female,156,124.0,51.0,Weight Loss,3851,0,0,0,123.3
27,Male,170,76.0,26.3,Weight Loss,2502,7,623,3647,73.1
55,Male,171,82.7,28.3,Maintenance,3451,1,64,793,82.5
39,Male,173,138.2,46.2,Muscle Gain,1592,6,348,3846,138.8
43,Male,159,118.4,46.8,General Fitness,4539,0,0,0,118.5
60,Female,190,129.7,35.9,Muscle Gain,3779,2,198,1530,131.2
56,Male,197,83.9,21.6,Maintenance,4668,0,0,0,84.4
44,Male,145,63.4,30.2,Weight Loss,3552,1,74,655,62.3
46,Male,187,81.2,23.2,General Fitness,1082,0,0,0,81.1
55,Male,172,111.6,37.7,Muscle Gain,3366,4,392,3696,112.4
37,Female,147,50.9,23.6,Maintenance,4138,5,595,4410,50.0
44,Male,195,67.0,17.6,Weight Loss,1413,3,192,1407,66.0
58,Female,162,44.7,17.0,Weight Loss,3500,3,144,1254,44.2
37,Male,196,83.2,21.7,Muscle Gain,3793,5,230,4235,84.4
36,Female,178,122.7,38.7,Weight Loss,1197,3,192,2238,120.7
37,Female,176,42.5,13.7,Maintenance,3306,4,424,3428,42.7
52,Male,173,107.5,35.9,Weight Loss,2712,2,214,764,107.0
19,Female,169,133.2,46.6,General Fitness,3345,1,59,277,133.5
47,Male,170,63.7,22.0,General Fitness,2303,4,308,2028,63.5
51,Female,183,109.4,32.7,Muscle Gain,1299,1,86,964,110.3
39,Female,152,137.5,59.5,Maintenance,1128,2,92,1054,137.3
20,Female,163,136.2,51.3,Weight Loss,3545,4,176,2480,134.6
23,Male,198,63.5,16.2,Weight Loss,2906,0,0,0,62.6
32,Female,191,50.0,13.7,Weight Loss,3485,6,258,4728,45.0
44,Male,186,54.8,15.8,General Fitness,2715,2,86,1322,54.9
27,Female,166,110.2,40.0,Maintenance,4363,3,222,2352,110.1
26,Female,173,112.6,37.6,Weight Loss,1206,4,268,2952,109.0
50,Female,177,107.4,34.3,Muscle Gain,3024,2,184,474,107.5
49,Female,182,73.6,22.2,Maintenance,1293,2,208,1930,73.1
23,Female,189,57.0,16.0,Maintenance,2963,4,160,2500,57.1
58,Female,190,98.1,27.2,Weight Loss,2873,3,231,2391,95.5
53,Male,179,88.4,27.6,General Fitness,3006,5,275,3165,88.7
19,Male,187,112.9,32.3,Maintenance,4758,3,288,1674,113.5
46,Male,147,84.1,38.9,Muscle Gain,3076,2,108,460,84.9
21,Female,163,73.9,27.8,Maintenance,3226,1,110,404,73.8
18,Male,154,69.3,29.2,General Fitness,3088,5,450,4520,69.0
36,Female,171,61.1,20.9,Muscle Gain,4541,7,805,6587,61.6
43,Male,159,66.6,26.3,General Fitness,2215,5,275,1900,66.8
42,Male,155,49.5,20.6,Weight Loss,3391,2,126,1912,46.8
27,Female,191,74.7,20.5,Maintenance,2772,4,476,956,75.0
32,Female,170,43.7,15.1,Muscle Gain,3863,4,152,2488,44.8
39,Male,168,58.6,20.8,General Fitness,3784,4,276,1424,58.3
38,Male,157,114.7,46.5,Weight Loss,1625,3,312,1101,113.1
39,Male,176,72.5,23.4,Muscle Gain,1277,0,0,0,74.2
53,Male,181,106.8,32.6,Maintenance,4426,4,236,3364,106.4
51,Female,148,111.7,51.0,Maintenance,1528,4,380,1124,111.8
47,Male,157,98.1,39.8,General Fitness,3133,5,295,4335,97.5
42,Female,153,135.9,58.1,Muscle Gain,2924,1,97,886,136.5
45,Female,193,42.1,11.3,Weight Loss,3364,1,87,999,40.2
18,Male,178,113.9,35.9,Weight Loss,2880,2,168,1598,111.2
21,Female,200,135.9,34.0,Weight Loss,2925,2,86,602,134.8
24,Male,181,126.2,38.5,General Fitness,1692,2,212,1918,125.6
26,Female,192,56.8,15.4,Weight Loss,2360,4,472,3668,52.7
53,Female,151,72.7,31.9,Muscle Gain,1862,1,106,288,74.2
36,Male,145,57.2,27.2,General Fitness,4216,2,212,1088,56.9
18,Female,156,100.1,41.1,Maintenance,3362,7,462,6993,100.3
27,Female,165,111.2,40.8,General Fitness,1224,1,73,509,111.0
53,Male,155,71.7,29.8,General Fitness,4494,4,140,3228,71.3
26,Female,188,94.0,26.6,General Fitness,4125,5,275,3195,94.4
59,Female,195,109.1,28.7,Muscle Gain,2917,4,172,1432,110.1
49,Male,188,82.1,23.2,Maintenance,2967,2,74,626,82.1
